Event Name,Date,Player1,Player2,Player1 UTR,Player2 UTR,Score
,2016-09-03,Nicholas Chen,Emon Van Loben Sels,11.0,13.59,"6-1, 6-4"
,2016-08-26,Nathan Fernandes,Giacomo Revelli,0.0,12.0,"6-3, 6-2"
,2016-08-26,Giacomo Revelli,Oliver Dowling,12.0,8.0,"6-1, 6-1"
,2016-08-26,Alexander Hoogmartens,Timo Legout,13.0,14.23,"7-5, 6-3"
,2016-08-25,Alexander Hoogmartens,Ellis Short,13.0,12.0,"6-2, 6-1"
,2016-08-24,Alexander Hoogmartens,Tobias Berning,13.0,10.0,"6-2, 6-0"
,2016-08-23,Alexander Hoogmartens,Janley Montero Montero,13.0,0.0,"6-2, 6-2"
,2016-08-21,Alexander Hoogmartens,Emilien BARADEL,13.0,10.0,"6-3, 6-3"
,2016-08-21,Andrei Crabel,Ryan Posey,11.58,0.0,"6-0, 6-2"
,2016-08-21,Caleb Settles,Andrei Crabel,10.0,11.58,"6-2, 7-5"
,2016-08-20,Jake Blumwald,Emon Van Loben Sels,9.0,13.59,"6-4, 6-4"
,2016-08-20,Emon Van Loben Sels,Aadarsh Tripathi,13.59,12.91,"6-1, 6-1"
,2016-08-20,Emon Van Loben Sels,DJ Sobrepena,13.59,0.0,"6-2, 6-7, 1-0(8)"
,2016-08-20,Emon Van Loben Sels,Aadarsh Tripathi,13.59,12.91,"6-1, 6-1"
,2016-08-19,Liam Liles,Alexander Hoogmartens,10.0,13.0,"7-5, 4-6, 6-4"
,2016-08-19,David McGonigle,Giacomo Revelli,7.0,12.0,"4-3(3), 4-2"
,2016-08-19,William Macgreevy,Giacomo Revelli,7.0,12.0,"4-0, 4-1"
,2016-08-19,Giacomo Revelli,Nick White,12.0,6.0,"4-0, 4-0"
,2016-08-19,Giacomo Revelli,Jake Wyatt,12.0,7.0,"4-0, 4-1"
,2016-08-18,Alexander Hoogmartens,Pierre Yves Bailly,13.0,13.88,"6-7(7), 6-2, 6-2"
,2016-08-17,Alexander Hoogmartens,Jonathan BARON,13.0,11.0,"6-1, 6-3"
,2016-08-17,Harold HUENS,Giacomo Revelli,13.1,12.0,"6-2, 6-4"
,2016-08-16,Alexander Hoogmartens,Frank Jonker,13.0,11.0,"6-4, 6-4"
,2016-08-16,Giacomo Revelli,Stijn Wijers,12.0,0.0,"6-1, 6-1"
,2016-08-15,Alexander Hoogmartens,Wissam Abderrahman,13.0,12.0,"6-0, 6-1"
,2016-08-14,Giacomo Revelli,Gauthier MARTIN,12.0,11.0,"6-2, 6-0"
,2016-08-14,Darren Lee,Andrei Crabel,0.0,11.58,"6-1, 6-4"
,2016-08-14,Andrei Crabel,Ian kim,11.58,0.0,"6-3, 6-1"
,2016-08-14,Andrei Crabel,Eric Lee,11.58,0.0,"6-3, 6-2"
,2016-08-13,Kaylan Bigun,Donovan Spigner,13.24,0.0,"6-1, 1-6, 1-0(8)"
,2016-08-13,Kaylan Bigun,Vasyl Yazadzhiev,13.24,8.0,"6-4, 2-6, 1-0"
,2016-08-13,Matthew Holiday,Andrei Crabel,0.0,11.58,"7-5, 6-3"
,2016-08-13,Ethan Quinn,Kaylan Bigun,14.85,13.24,"6-4, 6-1"
,2016-08-13,Kaylan Bigun,Nicolas Trullenque,13.24,0.0,"6-2, 6-0"
,2016-08-13,Aadarsh Tripathi,Noah Roslin,12.91,0.0,"7-6, 6-4"
,2016-08-13,Mujtaba Ali-Khan,Kaylan Bigun,11.0,13.24,"6-4, 6-1"
,2016-08-13,Noah HERNANDEZ,Aadarsh Tripathi,12.0,12.91,"6-3, 1-6, 6-3"
,2016-08-13,Aadarsh Tripathi,Christian GONZALEZ,12.91,11.0,"6-3, 6-2"
,2016-08-13,John Lasanajak,Aadarsh Tripathi,10.0,12.91,"7-6, 3-6, 1-0(8)"
,2016-08-13,Aadarsh Tripathi,Tejas Wall,12.91,0.0,"6-0, 6-4"
,2016-08-05,Spencer Johnson,Michael Cherchio,13.43,0.0,"6-0, 6-0"
,2016-08-05,Spencer Johnson,Hardy Owen,13.43,11.0,"6-3, 6-2"
,2016-08-05,Spencer Johnson,Zane Heaton,13.43,0.0,"6-0, 6-0"
,2016-08-05,Jan Ortonowski,Giacomo Revelli,0.0,12.0,"6-2, 6-4"
,2016-08-05,Spencer Johnson,Dylan Applegate,13.43,11.0,"6-2, 6-1"
,2016-08-05,Spencer Johnson,Parker Hopkin,13.43,8.0,"6-2, 6-0"
,2016-08-04,Thomas FAUREL,Kaylan Bigun,13.53,13.24,"6-4, 6-2"
,2016-08-04,Kaylan Bigun,Tali Jarmond,13.24,7.0,"6-4, 6-2"
,2016-08-04,Aadarsh Tripathi,Thomas FAUREL,12.91,13.53,"7-6, 7-5"
,2016-08-04,Kaylan Bigun,Akhil Sodadasi,13.24,7.0,"6-4, 6-1"
,2016-08-04,ADAM SUN,Kaylan Bigun,10.0,13.24,"6-3, 6-4"
,2016-08-04,Andrew Salu,Aadarsh Tripathi,0.0,12.91,"7-5, 3-6, 1-0(8)"
,2016-08-04,Aadarsh Tripathi,Meecah Bigun,12.91,12.11,"6-0, 6-2"
,2016-08-04,Aadarsh Tripathi,Maxwell Exsted,12.91,12.93,"6-3, 6-2"
,2016-08-04,Aadarsh Tripathi,Tali Jarmond,12.91,7.0,"6-2, 5-7, 1-0(2)"
,2016-08-01,Mario Pena,Giacomo Revelli,0.0,12.0,"6-4, 6-0"
,2016-07-31,Giacomo Revelli,Rory Patrick Hogan,12.0,0.0,"6-1, 6-4"
,2016-07-31,Karlis Ozolins,Alexander Hoogmartens,13.45,13.0,"6-4, None-6, 6-4"
,2016-07-27,Adam Szello,Giacomo Revelli,0.0,12.0,"6-4, 6-2"
,2016-07-25,Emon Van Loben Sels,Anish Anumandla,13.59,9.0,"6-2, 7-5"
,2016-07-25,Giacomo Revelli,Svyatoslav Gulin,12.0,13.95,"6-1, 6-3"
,2016-07-25,Emon Van Loben Sels,Saahith Jayaraman,13.59,12.0,"6-2, 6-2"
,2016-07-25,Emon Van Loben Sels,Matteo Antonescu,13.59,11.0,"6-1, 6-0"
,2016-07-25,Emon Van Loben Sels,Darian Quinonez,13.59,9.0,"6-2, 6-3"
,2016-07-25,Emon Van Loben Sels,Mason Nguyen,13.59,10.0,"6-0, 6-3"
,2016-07-25,Aadarsh Tripathi,Farzan Amiri,12.91,9.44,"4-6, 6-4, 7-6"
,2016-07-25,Max Fardanesh,Aadarsh Tripathi,12.0,12.91,"6-4, 6-2"
,2016-07-24,Giacomo Revelli,Lorenzo D'Annibale,12.0,0.0,"6-3, 6-1"
,2016-07-22,Kaylan Bigun,Solomon Giles,13.24,7.0,"7-6, 6-7, 7-6"
,2016-07-22,Giacomo Revelli,Esah Hayat,12.0,9.0,"4-2, 4-1"
,2016-07-22,Giacomo Revelli,Dylan Allenby-Ryan,12.0,6.0,"4-1, 4-0"
,2016-07-22,Giacomo Revelli,Cameron Whiting,12.0,0.0,"3-6, 6-2, 1-0(5)"
,2016-07-22,Tejas Wall,Kaylan Bigun,0.0,13.24,"6-0, 6-3"
,2016-07-22,Kaylan Bigun,James Rico,13.24,0.0,"6-4, 4-6, 1-0(7)"
,2016-07-22,Kaylan Bigun,Eric Li,13.24,12.0,"7-5, 6-4"
,2016-07-22,Kaylan Bigun,Tali Jarmond,13.24,7.0,"6-1, 6-2"
,2016-07-22,Kaylan Bigun,Alexander Adamec,13.24,10.0,"7-6, 6-3"
,2016-07-22,Jack Anthrop,Kaylan Bigun,13.57,13.24,"6-1, 6-0"
,2016-07-22,Giacomo Revelli,Stanislas Ntchouissi,12.0,9.0,"4-3(0), 4-1"
,2016-07-22,Giacomo Revelli,Samuel Reeve,12.0,12.0,"6-4, 6-3"
,2016-07-22,Christian Doel,Giacomo Revelli,10.0,12.0,"4-1, 4-2"
,2016-07-22,Ali Habib,Giacomo Revelli,12.65,12.0,"6-1, 2-6(10)"
,2016-07-22,Jan Ortonowski,Giacomo Revelli,0.0,12.0,"6-3, 6-4"
,2016-07-16,Andrei Crabel,Shivam Khadiya,11.58,0.0,"6-2, 6-1"
,2016-07-16,Henry Chiocchi,Andrei Crabel,0.0,11.58,"6-1, 6-0"
,2016-07-16,William Roddy,Aadarsh Tripathi,0.0,12.91,"6-2, 6-3"
,2016-07-16,Aadarsh Tripathi,Hyungseob Shim,12.91,0.0,"4-6, 6-3, 1-0(8)"
,2016-07-16,Andrei Crabel,Christian Park,11.58,0.0,"6-0, 6-0"
,2016-07-15,Giacomo Revelli,Cameron Bell,12.0,8.0,"4-0, 4-0"
,2016-07-15,Giacomo Revelli,Bradley Smith,12.0,0.0,"6-3, 6-0"
,2016-07-15,Ivor Mandic,Giacomo Revelli,9.0,12.0,"6-3, 6-0"
,2016-07-15,Christian Doel,Giacomo Revelli,10.0,12.0,"None-4, 4-1, 1-0(5)"
,2016-07-15,Giacomo Revelli,Carl Pearce,12.0,0.0,"4-0, 4-2"
,2016-07-15,Giacomo Revelli,Jack Chapman,12.0,0.0,"6-3, 6-1"
,2016-07-15,Giacomo Revelli,Mathieu BETTO,12.0,0.0,"6-1, 6-0"
,2016-07-11,Julien DANDO,Giacomo Revelli,13.06,12.0,"6-1, 6-4"
,2016-07-10,Emon Van Loben Sels,Nathan Blakey,13.59,10.0,"6-1, 6-3"
,2016-07-10,Emon Van Loben Sels,Kenan Rizvanbegovic,13.59,0.0,"6-4, 6-3"
,2016-07-10,Giacomo Revelli,Jake Fellows,12.0,12.74,"6-3, 6-3"
,2016-07-10,Emon Van Loben Sels,Mike Chaldyshev,13.59,0.0,"6-0, 6-1"
,2016-07-10,Emon Van Loben Sels,Advik Mareedu,13.59,12.0,"3-6, 6-4, 6-3"
,2016-07-10,Aadarsh Tripathi,Kenan Rizvanbegovic,12.91,0.0,"7-6(4), 6-2"
,2016-07-10,Aadarsh Tripathi,Dominique Rolland,12.91,12.0,"5-7, 6-2, 6-1"
,2016-07-10,Aadarsh Tripathi,Andre Ajed,12.91,10.0,"6-3, 6-4"
,2016-07-10,Aadarsh Tripathi,Hayden Elliott,12.91,10.0,"6-1, 6-1"
,2016-07-10,Dante Schrantz Castro,Aadarsh Tripathi,7.0,12.91,"6-2, 6-7(9), 6-4"
,2016-07-10,Emon Van Loben Sels,Greyson Casey,13.59,12.0,"6-0, 6-3"
,2016-06-26,Patrick Aghabegian,Andrei Crabel,0.0,11.58,"6-1, 6-0"
,2016-06-26,Ethan Lopez,Andrei Crabel,0.0,11.58,"6-1, 6-0"
,2016-06-25,Giacomo Revelli,Omar Prince,12.0,0.0,"6-2, 6-3"
,2016-06-25,Haadi Shah,Giacomo Revelli,10.0,12.0,"6-4, 6-2"
,2016-06-20,Ethan Quinn,Emon Van Loben Sels,14.85,13.59,"6-2, 6-2"
,2016-06-20,Aadarsh Tripathi,Kurt Miller,12.91,11.0,"6-1, 6-2"
,2016-06-20,Rudy Quan,Luke Bollinger,13.59,12.0,"6-1, 6-1"
,2016-06-20,Rudy Quan,Lleyton Okada-Alonzo,13.59,9.0,"6-1, 6-0"
,2016-06-20,Rudy Quan,David Budziwojski,13.59,0.0,"6-0, 6-0"
,2016-06-20,Dedric Ray,Emon Van Loben Sels,10.0,13.59,"7-5, 6-1"
,2016-06-20,Emon Van Loben Sels,Luca Lipari,13.59,9.0,"6-4, 6-2"
,2016-06-20,Emon Van Loben Sels,Kurt Miller,13.59,11.0,"6-2, 6-2"
,2016-06-20,Emon Van Loben Sels,Mason Nguyen,13.59,10.0,"7-5, 6-4"
,2016-06-20,John KIM,Rudy Quan,12.0,13.59,"6-3, 6-1"
,2016-06-20,Alexander Volgin,Aadarsh Tripathi,0.0,12.91,"None-6, 6-4, 7-5"
,2016-06-20,Ethan Quinn,Aadarsh Tripathi,14.85,12.91,"6-1, 6-3"
,2016-06-20,Aadarsh Tripathi,Luke Bollinger,12.91,12.0,"6-3, 6-4"
,2016-06-20,Aadarsh Tripathi,Luke Jensen,12.91,0.0,"6-2, 6-2"
,2016-06-20,Aadarsh Tripathi,Matteo Antonescu,12.91,11.0,"6-4, 6-3"
,2016-06-20,Raghav Jangbahadur,Rudy Quan,11.0,13.59,"4-6, 6-3, 4-4"
,2016-06-20,Aadarsh Tripathi,Dario Tzeng,12.91,12.0,"6-2, 6-2"
,2016-06-18,Giacomo Revelli,Mohamed Mahani,12.0,0.0,"6-1, 6-1"
,2016-06-18,Jack Pinnington Jones,Giacomo Revelli,13.83,12.0,"3-6, 6-2(7)"
,2016-06-13,Michael Andre,Spencer Johnson,12.0,13.43,"4-6, 6-3, 6-0"
,2016-06-13,Spencer Johnson,Nicholas Dietrich,13.43,0.0,"6-2, 7-5"
,2016-06-13,Spencer Johnson,Giovanni Claus,13.43,0.0,"6-3, 4-4"
,2016-06-13,Spencer Johnson,Micaah Douglas,13.43,0.0,"6-2, 6-2"
,2016-06-13,Spencer Johnson,Grigor Karakelyan,13.43,0.0,"6-2, 6-4"
,2016-06-13,Isaac Smith,Spencer Johnson,0.0,13.43,"6-4, 6-1"
,2016-06-13,Spencer Johnson,Nedim Cimic,13.43,0.0,"6-3, 6-2"
,2016-06-13,Spencer Johnson,Rahul Gupte,13.43,0.0,"6-3, 7-6"
,2016-06-12,Charlie Scholer,Andrei Crabel,0.0,11.58,"7-5, 6-2"
,2016-06-07,Isaac Smith,Spencer Johnson,0.0,13.43,"7-5, 6-3"
,2016-06-07,Spencer Johnson,Josh Smith,13.43,0.0,"6-1, 6-0"
,2016-06-07,Spencer Johnson,Spencer Kunkel,13.43,0.0,"6-0, 6-3"
,2016-06-07,Spencer Johnson,Ethan Dubil,13.43,0.0,"6-1, 6-3"
,2016-06-05,Andrei Crabel,Surya Sabikhi,11.58,6.0,"6-3, 6-1"
,2016-06-05,Benjamin Cioffi,Andrei Crabel,0.0,11.58,"6-4, 6-2"
,2016-06-04,Giacomo Revelli,James Benbrook,12.0,0.0,"4-0, None-4, 1-0(0)"
,2016-06-04,Giacomo Revelli,Carl Pearce,12.0,0.0,"4-2, 4-1"
,2016-06-04,Aadarsh Tripathi,Vivek Subramanyan,12.91,0.0,"6-3, 6-1"
,2016-06-04,Giacomo Revelli,Andreas Whelan Merediz,12.0,0.0,"4-3(4), 4-1"
,2016-06-04,Ryan Torres,Aadarsh Tripathi,12.0,12.91,"6-2, 6-4"
,2016-06-04,Aadarsh Tripathi,Rohan Vaidya,12.91,0.0,"6-4, 6-3"
,2016-06-04,Aadarsh Tripathi,Kenneth Wirjadisastra,12.91,0.0,"6-2, 4-6, 1-0(3)"
,2016-06-03,Otto Sterner,Giacomo Revelli,10.0,12.0,"4-3(3), 3-4(7), 1-0(9)"
,2016-06-03,George Doxiadis,Giacomo Revelli,0.0,12.0,"6-1, 6-2"
,2016-06-03,Giacomo Revelli,Matthew Quaynor,12.0,0.0,"2-4, 4-3(4), 1-0(4)"
,2016-05-30,Tiago Torres,Giacomo Revelli,12.88,12.0,"6-3, 6-3"
,2016-05-29,Aadarsh Tripathi,Dominique Rolland,12.91,12.0,"6-3, 4-6, 1-0(4)"
,2016-05-29,Giacomo Revelli,Maksym Jezierski,12.0,0.0,"6-1, 6-0"
,2016-05-29,Rudy Quan,Kai Braver,13.59,0.0,"6-3, 6-3"
,2016-05-29,Learner Tien,Aadarsh Tripathi,15.4,12.91,"6-4, 1-6, 1-0(7)"
,2016-05-29,Aadarsh Tripathi,Liam Carpenter,12.91,10.0,"7-6(5), 5-7, 1-0(9)"
,2016-05-29,Aadarsh Tripathi,Saahith Jayaraman,12.91,12.0,"7-5, 6-3"
,2016-05-29,Cole Stelse,Aadarsh Tripathi,12.0,12.91,"6-3, 6-3"
,2016-05-29,Andrei Crabel,Vikram Simhambhatla,11.58,0.0,"6-2, 6-2"
,2016-05-29,Rudy Quan,Vasyl Yazadzhiev,13.59,8.0,"6-4, 6-3"
,2016-05-29,Ivan Pham,Andrei Crabel,0.0,11.58,"6-2, 6-2"
,2016-05-29,Hardy Owen,Rudy Quan,11.0,13.59,"6-7(7), 1-4"
,2016-05-21,Aadarsh Tripathi,Luke Jensen,12.91,0.0,"6-0, None-6, 1-0(8)"
,2016-05-21,Aadarsh Tripathi,Maksim Lukic,12.91,0.0,"1-6, 7-5, 1-0(8)"
,2016-05-21,Aadarsh Tripathi,Joel Quiroz,12.91,0.0,6-0
,2016-05-21,Andrei Crabel,Wyatt Farrar,11.58,0.0,"6-0, 6-3"
,2016-05-21,Aadarsh Tripathi,Nishan Rajavasireddy,12.91,0.0,"6-3, 6-4"
,2016-05-21,Owen Kolbrenner,Andrei Crabel,0.0,11.58,"6-1, 6-2"
,2016-05-21,Marcus Sebastian,Kaylan Bigun,10.0,13.24,"6-2, 6-2"
,2016-05-21,Kaylan Bigun,Jerry Chen,13.24,0.0,"6-1, 6-3"
,2016-05-21,Giacomo Revelli,Kane Bolton,12.0,0.0,"4-3(2), 4-3(2)"
,2016-05-21,Kaylan Bigun,Alex Michelsen,13.24,15.3,"3-6, 6-3, 6-2"
,2016-05-21,Kaylan Bigun,Dylan Chen,13.24,0.0,"6-0, 6-0"
,2016-05-21,Vraj Patel,Giacomo Revelli,9.0,12.0,"4-3(3), 4-2"
,2016-05-21,Giacomo Revelli,Frederick Stone ,12.0,0.0,"4-0, 4-1"
,2016-05-21,Andrei Crabel,Benjamin Webber,11.58,0.0,"6-1, 6-2"
,2016-05-20,Giovanni Claus,Spencer Johnson,0.0,13.43,"6-3, 6-2"
,2016-05-20,Spencer Johnson,Brecken Benard,13.43,7.0,8-3
,2016-05-20,Spencer Johnson,Jeremy Larson,13.43,0.0,"6-4, 6-3"
,2016-05-14,Emon Van Loben Sels,Richard Hsieh,13.59,0.0,"6-3, 6-0"
,2016-05-14,Emon Van Loben Sels,Stefan Meier,13.59,7.0,"6-3, 6-2"
,2016-05-14,Alexander Gujarathi,Rudy Quan,0.0,13.59,"6-2, 6-2"
,2016-05-14,Alex Galstyan,Andrei Crabel,10.0,11.58,"6-3, 6-0"
,2016-05-14,Andrei Crabel,Julian Alamares,11.58,0.0,"6-0, 6-0"
,2016-05-14,Emon Van Loben Sels,Kurt Miller,13.59,11.0,"6-4, 6-1"
,2016-05-14,Rudy Quan,Tim Zagar,13.59,8.0,"4-6, 6-3, 6-3"
,2016-05-14,Rudy Quan,Nickolay Marakhtanov,13.59,0.0,"3-6, 6-2, 6-4"
,2016-05-07,Paul Yulayev,Emon Van Loben Sels,0.0,13.59,9-7
,2016-05-07,Emon Van Loben Sels,Tyler Skeete,13.59,0.0,8-4
,2016-05-07,Emon Van Loben Sels,Henry Huang,13.59,0.0,8-5
,2016-05-07,Owen Kolbrenner,Andrei Crabel,0.0,11.58,"6-2, 6-0"
,2016-05-07,Andrei Crabel,Andy Zau,11.58,9.0,"None-6, 6-4, 1-0(6)"
,2016-05-07,Andrei Crabel,Landon Cronin,11.58,8.0,"6-3, 6-3"
,2016-05-06,Spencer Johnson,Charlie Henderson,13.43,0.0,"6-0, 6-1"
,2016-05-06,TJ Wells,Spencer Johnson,11.0,13.43,"6-3, 6-1"
,2016-05-06,Spencer Johnson,Abraham Lawyer,13.43,8.0,"6-2, 6-1"
,2016-05-06,Spencer Johnson,Caden Hasler,13.43,0.0,"7-6(4), 2-6, 6-4"
,2016-05-01,Andrei Crabel,William Suh,11.58,0.0,"6-1, 6-3"
,2016-05-01,Andrei Crabel,Lukas Grossman,11.58,10.0,"6-2, 6-2"
,2016-05-01,Dylan Chen,Andrei Crabel,0.0,11.58,"6-2, 6-2"
,2016-04-23,Aadarsh Tripathi,Siddharth Moturi,12.91,0.0,"6-2, 6-1"
,2016-04-23,Ethan Quinn,Aadarsh Tripathi,14.85,12.91,"6-0, 6-7(8), 1-0(13)"
,2016-04-23,John KIM,Rudy Quan,12.0,13.59,"6-2, 1-6, 1-0(8)"
,2016-04-23,Alexander Volgin,Emon Van Loben Sels,0.0,13.59,"6-2, 6-0"
,2016-04-23,Gavin Hatch,Andrei Crabel,0.0,11.58,"6-4, 6-1"
,2016-04-23,Andrei Crabel,Patrick Kelley,11.58,0.0,"6-0, 6-1"
,2016-04-23,Andrei Crabel,Yuta Yamada,11.58,9.0,"6-1, 7-6(5)"
,2016-04-23,Rudy Quan,Jason LEW,13.59,0.0,"7-5, 6-3"
,2016-04-23,Rudy Quan,Aadarsh Tripathi,13.59,12.91,"6-1, 6-0"
,2016-04-23,Rudy Quan,Raghav Jangbahadur,13.59,11.0,"6-4, 6-1"
,2016-04-23,Rudy Quan,Lleyton Okada-Alonzo,13.59,9.0,"6-0, 6-1"
,2016-04-23,Emon Van Loben Sels,Luke Jensen,13.59,0.0,"6-1, 6-2"
,2016-04-23,Aadarsh Tripathi,Anish Anumandla,12.91,9.0,"6-4, 6-3"
,2016-04-23,Rudy Quan,Aadarsh Tripathi,13.59,12.91,"6-1, 6-0"
,2016-04-23,John KIM,Emon Van Loben Sels,12.0,13.59,"6-3, 6-3"
,2016-04-22,Spencer Johnson,Quinn DiCesaris,13.43,0.0,"6-2, 6-2"
,2016-04-22,Isaac Smith,Spencer Johnson,0.0,13.43,"2-6, 7-5, 1-0"
,2016-04-12,Pierre Bailly,Giacomo Revelli,13.88,12.0,"6-4, 6-2"
,2016-04-10,Kaylan Bigun,Connor Swenson,13.24,0.0,"6-1, 6-0"
,2016-04-10,Kaylan Bigun,Ethan Nguyen,13.24,9.0,"6-1, 6-1"
,2016-04-10,Kaylan Bigun,Carlos Carranza,13.24,0.0,"6-1, 6-0"
,2016-04-10,Kaylan Bigun,Nicolas Scheller,13.24,0.0,"6-2, 6-2"
,2016-04-09,Aadarsh Tripathi,Benjamin Barde,12.91,0.0,"6-4, 6-1"
,2016-04-09,Jonathan Degtyaryov,Rudy Quan,0.0,13.59,"3-6, 6-1, 6-4"
,2016-04-09,Alex Miller,Aadarsh Tripathi,0.0,12.91,"4-6, 7-6(6), 1-0(5)"
,2016-04-09,Aadarsh Tripathi,Vivek Subramanyan,12.91,0.0,"6-4, None-6, 1-0(9)"
,2016-04-09,Alex Koong,Emon Van Loben Sels,10.0,13.59,"6-3, 6-4"
,2016-04-09,Ethan Quinn,Emon Van Loben Sels,14.85,13.59,"6-3, 7-6(0)"
,2016-04-09,Emon Van Loben Sels,Mitchell Lee,13.59,12.56,"6-1, 7-6(4)"
,2016-04-09,Emon Van Loben Sels,Ryan Hoang,13.59,0.0,"6-2, 6-0"
,2016-04-09,Aadarsh Tripathi,Austin Peng,12.91,0.0,"7-5, 6-0"
,2016-04-08,Oliver Tarvet,Giacomo Revelli,14.0,12.0,"4-0, 4-2"
,2016-04-08,Giacomo Revelli,Alexander Sultan De Sousa,12.0,11.0,"4-0, 4-2"
,2016-04-07,Kaylan Bigun,John KIM,13.24,12.0,"6-2, 6-4"
,2016-04-07,Kaylan Bigun,Elisha Thornton,13.24,11.0,"2-6, 6-2, 1-0(7)"
,2016-04-07,Kaylan Bigun,Anonymous Player,13.24,0.0,"6-4, 6-2"
,2016-04-07,Phillip Deaton,Kaylan Bigun,12.0,13.24,"6-1, 6-1"
,2016-04-07,Hudson Rivera,Kaylan Bigun,12.0,13.24,"6-4, 7-6(1)"
,2016-04-02,Kaylan Bigun,Luke Manion,13.24,0.0,"6-0, 6-1"
,2016-04-02,Kaylan Bigun,Ryan Posey,13.24,0.0,"6-0, 6-0"
,2016-04-02,Kaylan Bigun,Henry Payne,13.24,0.0,"6-2, 6-1"
,2016-04-01,Giacomo Revelli,Claes Sjoborg,12.0,0.0,"6-4, 6-2"
,2016-04-01,Jamie Boden,Giacomo Revelli,9.0,12.0,"6-4, 5-7, 1-0(8)"
,2016-04-01,Krisnaa Muhunthakumar,Giacomo Revelli,0.0,12.0,"1-6, 7-5, 1-0(6)"
,2016-04-01,Giacomo Revelli,Taylor Papworth,12.0,0.0,"6-4, 7-6(4)"
,2016-04-01,Giacomo Revelli,Josh Reynolds,12.0,11.0,"4-6, 6-1, 1-0(2)"
,2016-04-01,Giacomo Revelli,Haruki Omori Cowie,12.0,11.0,"6-1, 6-2"
,2016-03-28,Spencer Johnson,TARUN MARTHESWARAN,13.43,0.0,"6-4, 6-3"
,2016-03-28,Rahul Gupte,Spencer Johnson,0.0,13.43,"6-2, 6-2"
,2016-03-28,Rua Elmore,Spencer Johnson,0.0,13.43,"6-3, 6-2"
,2016-03-26,Rudy Quan,Jonathan Hoang,13.59,0.0,"6-0, 6-1"
,2016-03-26,Rudy Quan,Nikhil Takhar-Singh,13.59,0.0,"6-3, 6-1"
,2016-03-26,Dedric Ray,Emon Van Loben Sels,10.0,13.59,"6-2, 3-6, 6-4"
,2016-03-26,Matthew Ho ,Emon Van Loben Sels,0.0,13.59,"6-3, 1-6, 6-1"
,2016-03-26,Jesse Ding,Emon Van Loben Sels,6.0,13.59,"6-0, 6-1"
,2016-03-26,Justin Chung,Andrei Crabel,12.0,11.58,"6-0, 6-0"
,2016-03-26,Riley Boyden,Aadarsh Tripathi,0.0,12.91,"6-4, 6-2"
,2016-03-26,Aadarsh Tripathi,Hyungseob Shim,12.91,0.0,"7-6(5), 6-3"
,2016-03-19,Raghav Jangbahadur,Emon Van Loben Sels,11.0,13.59,"6-3, 6-3"
,2016-03-19,Emon Van Loben Sels,Alec Van Kerckhove,13.59,0.0,"6-1, 6-1"
,2016-03-19,Jason LEW,Emon Van Loben Sels,0.0,13.59,"6-4, 6-2"
,2016-03-19,Emon Van Loben Sels,Aadarsh Tripathi,13.59,12.91,"7-5, 6-4"
,2016-03-19,Aadarsh Tripathi,Mitchell Lee,12.91,12.56,"6-2, 6-1"
,2016-03-19,Aadarsh Tripathi,Nicolas Lambert,12.91,0.0,"6-0, 6-0"
,2016-03-19,Rudy Quan,Sam Reiswig ,13.59,0.0,"6-0, 6-0"
,2016-03-19,Emon Van Loben Sels,Aadarsh Tripathi,13.59,12.91,"7-5, 6-4"
,2016-03-19,Rudy Quan,Ian Ng,13.59,0.0,"6-0, 6-0"
,2016-03-19,Rahul Iyer,Rudy Quan,0.0,13.59,"6-4, 6-2"
,2016-03-12,Rudy Quan,Andrew Tseng,13.59,0.0,"6-1, 6-0"
,2016-03-12,Giacomo Revelli,Alex Targett,12.0,7.0,"4-2, 4-0"
,2016-03-12,Giacomo Revelli,Robert Green,12.0,8.0,"4-0, 4-0"
,2016-03-12,William Macgreevy,Giacomo Revelli,7.0,12.0,"4-2, 1-4, 1-0(0)"
,2016-03-06,Andrei Crabel,Aidan Anastasi,11.58,0.0,"6-1, 1-6, 1-0(5)"
,2016-03-06,Soumil Joshi,Andrei Crabel,0.0,11.58,"6-3, 6-2"
,2016-03-05,Spencer Johnson,Tyler Parlade,13.43,6.0,"6-2, 6-3"
,2016-03-05,Aadarsh Tripathi,Tanner Thompson,12.91,0.0,6-4
,2016-03-05,Aadarsh Tripathi,Paolo Flores,12.91,0.0,6-4
,2016-03-05,Spencer Johnson,Eliseo Udin,13.43,0.0,"6-0, 6-3"
,2016-03-05,Spencer Johnson,Tucker Lee,13.43,0.0,"6-2, 6-1"
,2016-03-05,Caden Hasler,Spencer Johnson,0.0,13.43,"6-3, 1-6, 1-0"
,2016-03-05,Aadarsh Tripathi,Arjun Sahasrabuddhe,12.91,0.0,6-1
,2016-03-05,Giacomo Revelli,Benedict Mcmanus,12.0,0.0,"6-1, 6-1"
,2016-03-05,Aadarsh Tripathi,Nicholas Chen,12.91,11.0,6-2
,2016-03-05,Harrison Brown,Giacomo Revelli,0.0,12.0,"6-2, 7-5"
,2016-03-05,Giacomo Revelli,Nicholas Goslar,12.0,0.0,"6-4, 6-3"
,2016-03-05,Giacomo Revelli,David Middleton,12.0,10.0,"6-1, 6-0"
,2016-02-28,Aaron Eliscu,Kaylan Bigun,11.0,13.24,"7-5, 7-5"
,2016-02-28,Thomas FAUREL,Kaylan Bigun,13.53,13.24,"6-1, 6-2"
