Event Name,Date,Player1,Player1 UTR,Player2,Player2 UTR,Score,Searched Name
M25 Lima,2020-02-02,Federico Zeballos,13.03,Gianluca Ballotta,12.0,"6-1, 6-1",Gianluca Ballotta
M25 Lima,2020-02-02,Gianluca Ballotta,12.0,Emiliano Troche,0.0,"6-0, 6-2",Gianluca Ballotta
I Cto 1ra 2020 FDPT,2020-01-27,Christopher Li,13.0,Gianluca Ballotta,12.0,"2-6, 6-3, 7-5",Gianluca Ballotta
I Cto 1ra 2020 FDPT,2020-01-27,Gianluca Ballotta,12.0,Christopher Angulo,0.0,"4-6, 6-4, 7-6",Gianluca Ballotta
VIII Cto 1ra 2019 FDPT,2019-11-17,Sergio Monges,0.0,Gianluca Ballotta,12.0,"6-2, 6-4",Gianluca Ballotta
VIII Cto 1ra 2019 FDPT,2019-11-17,Gianluca Ballotta,12.0,Carlos Bustamante,7.0,"6-4, 6-1",Gianluca Ballotta
J2 Lima,2019-11-08,Victorio Marquiselli,0.0,Gianluca Ballotta,12.0,"6-4, 6-2",Gianluca Ballotta
J5 Guayaquil,2019-09-13,Gianluca Ballotta,12.0,Omar Suarez Berrezueta,11.0,"7-5, 6-3",Gianluca Ballotta
J5 Guayaquil,2019-09-13,Gianluca Ballotta,12.0,Santiago Trapero,0.0,"6-2, 6-4",Gianluca Ballotta
J5 Guayaquil,2019-09-13,Juan Zabala,0.0,Gianluca Ballotta,12.0,"4-6, 6-3, 6-2",Gianluca Ballotta
J5 Guayaquil,2019-09-13,Gianluca Ballotta,12.0,Nelson Ramos Ponce,10.0,"6-0, 6-2",Gianluca Ballotta
J5 Lima,2019-08-16,Michael Alejandro Beltran Rubio,11.4,Gianluca Ballotta,12.0,"7-5, 6-1",Gianluca Ballotta
J5 Lima,2019-08-16,Gianluca Ballotta,12.0,Jose Mari ROBALINO MUNOZ,0.0,"6-3, 6-4",Gianluca Ballotta
J5 Lima,2019-08-16,Gianluca Ballotta,12.0,Luis Rosselot ,0.0,"6-1, 6-0",Gianluca Ballotta
J5 Arequipa,2019-08-09,Gianluca Ballotta,12.0,Joao Blumenschein,11.0,"6-0, 6-2",Gianluca Ballotta
J5 Arequipa,2019-08-09,Gianluca Ballotta,12.0,Benjamin Poblete Martinez,0.0,"6-2, 6-4",Gianluca Ballotta
J5 Arequipa,2019-08-09,Joaquin Estevez,0.0,Gianluca Ballotta,12.0,"6-4, 6-3",Gianluca Ballotta
J5 Arequipa,2019-08-09,Gianluca Ballotta,12.0,Jose Mari ROBALINO MUNOZ,0.0,"6-3, 7-5",Gianluca Ballotta
J3 Cali,2019-08-02,Gianluca Ballotta,12.0,Nicolas GOENAGA GONZALEZ,0.0,"2-6, 7-5, 6-1",Gianluca Ballotta
J3 Cali,2019-08-02,Juan Fumeaux,11.0,Gianluca Ballotta,12.0,"6-3, 6-7(8), 6-2",Gianluca Ballotta
J3 BogotÃ¡,2019-07-26,Gianluca Ballotta,12.0,Thomas Cardona Herrera,12.0,"6-1, 6-4",Gianluca Ballotta
J3 BogotÃ¡,2019-07-26,Murphy Cassone,14.28,Gianluca Ballotta,12.0,"6-7(9), 6-2, 6-4",Gianluca Ballotta
J5 Medellin,2019-07-19,Gianluca Ballotta,12.0,Johan Alexander Rodriguez,13.54,"7-6(6), 6-3",Gianluca Ballotta
J5 Medellin,2019-07-19,Pedro Alvarez,0.0,Gianluca Ballotta,12.0,"5-7, 6-3, 7-5",Gianluca Ballotta
M15 Lima,2019-07-10,Facundo Juarez,13.4,Gianluca Ballotta,12.0,"6-1, 6-0",Gianluca Ballotta
J4 Guayaquil,2019-06-07,Gianluca Ballotta,12.0,Favio Moscoso Vega,0.0,"6-3, 6-2",Gianluca Ballotta
J4 Guayaquil,2019-06-07,Juan Zabala,0.0,Gianluca Ballotta,12.0,"6-1, 6-0",Gianluca Ballotta
IV Cto 1ra 2019 FDPT,2019-05-25,Rodrigo Sanchez,0.0,Gianluca Ballotta,12.0,"6-4, 6-2",Gianluca Ballotta
J5 Lima,2019-05-18,SVEN MOSER,11.0,Gianluca Ballotta,12.0,"6-3, 1-6, 1-0(7)",Gianluca Ballotta
J5 Lima,2019-05-18,Gianluca Ballotta,12.0,Jose Gustavo SILES DIAZ,8.0,"6-3, 6-2",Gianluca Ballotta
J5 Lima,2019-05-18,Gianluca Ballotta,12.0,Juan Carlos Prado Angelo,14.26,"6-2, 6-0",Gianluca Ballotta
J5 Lima,2019-05-11,Gianluca Ballotta,12.0,Joaquin Estevez,0.0,"6-2, 7-6(4)",Gianluca Ballotta
J5 Lima,2019-05-11,Felipe Lopez Comper,0.0,Gianluca Ballotta,12.0,"6-4, 6-0",Gianluca Ballotta
I CTO G2  FDPT,2019-04-25,David Leon Mantilla,10.0,Gianluca Ballotta,12.0,"3-6, 6-4, 6-4",Gianluca Ballotta
I CTO G2  FDPT,2019-04-25,Gianluca Ballotta,12.0,Isaac Yang Lay,11.0,"6-3, 6-2",Gianluca Ballotta
I CTO G2  FDPT,2019-04-25,Gianluca Ballotta,12.0,Javier Briceño,0.0,"6-0, 6-0",Gianluca Ballotta
I CTO G1 - FDPT,2019-03-14,Gianluca Ballotta,12.0,Ignacio Buse,15.03,"6-4, 6-4",Gianluca Ballotta
I CTO G1 - FDPT,2019-03-14,Gianluca Ballotta,12.0,Sebastian Carpio,11.0,"6-1, 6-2",Gianluca Ballotta
I CTO G1 - FDPT,2019-03-14,Gianluca Ballotta,12.0,David Leon Mantilla,10.0,"6-2, 6-0",Gianluca Ballotta
I CTO G1 - FDPT,2019-03-14,Gianluca Ballotta,12.0,Alejandro Aramburu,0.0,"6-0, 6-1",Gianluca Ballotta
I CTO G1 - FDPT,2019-03-14,Gianluca Ballotta,12.0,Stefano Chappuis,11.0,"6-3, 7-6",Gianluca Ballotta
Brasil Juniors Cup 2019,2019-02-22,Gianluca Ballotta,12.0,Alejandro Andres Barrios Rolon,0.0,"6-0, 6-4",Gianluca Ballotta
Brasil Juniors Cup 2019,2019-02-22,Gianluca Ballotta,12.0,Juan Jose German Vargas Gutierrez,0.0,"7-6(3), 6-3",Gianluca Ballotta
Brasil Juniors Cup 2019,2019-02-22,Gianluca Ballotta,12.0,Bruno Fernandez,13.71,"6-3, 6-2",Gianluca Ballotta
Brasil Juniors Cup 2019,2019-02-22,Richard Gama,11.0,Gianluca Ballotta,12.0,"6-3, 6-3",Gianluca Ballotta
Banana Bowl,2019-02-10,Gabriel Generoso,11.0,Gianluca Ballotta,12.0,"6-2, 7-6(6)",Gianluca Ballotta
57th Junior Orange Bowl International,2018-12-17,Gianluca Ballotta,12.0,Kartik Mandla,11.0,"6-1, 6-1",Gianluca Ballotta
57th Junior Orange Bowl International,2018-12-17,Alexander Visser,13.0,Gianluca Ballotta,12.0,"6-4, 6-4",Gianluca Ballotta
57th Junior Orange Bowl International,2018-12-17,Gianluca Ballotta,12.0,Luca Lo Nardo,10.0,"6-3, 6-1",Gianluca Ballotta
57th Junior Orange Bowl International,2018-12-17,Nicolas Eli,12.0,Gianluca Ballotta,12.0,"6-4, 6-2",Gianluca Ballotta
57th Junior Orange Bowl International,2018-12-17,Gianluca Ballotta,12.0,Kurt Miller,11.0,"6-2, 6-2",Gianluca Ballotta
Copa IND ATV,2018-10-31,Gonzalo Bueno,14.19,Gianluca Ballotta,12.0,"6-0, 6-1",Gianluca Ballotta
Copa IND ATV,2018-10-30,Gianluca Ballotta,12.0,Nicolas Villalon Valdes,13.24,"7-6(5), 6-4",Gianluca Ballotta
Copa IND ATV,2018-10-29,Gianluca Ballotta,12.0,Francisco Pini,0.0,"6-2, 7-5",Gianluca Ballotta
Copa IND ATV,2018-10-28,Gianluca Ballotta,12.0,Nicolas Montenegro Guzman,10.0,"6-1, 6-3",Gianluca Ballotta
Peru F3 Futures,2018-10-13,Daniel Mora,10.0,Gianluca Ballotta,12.0,"6-2, 6-1",Gianluca Ballotta
Peru F2 Futures,2018-10-06,Tomas Farjat,12.93,Gianluca Ballotta,12.0,"6-0, 6-2",Gianluca Ballotta
Trujillo Junior Open,2018-08-23,Gianluca Ballotta,12.0,Jose Luis Claro,11.73,"4-6, 6-2, 6-3",Gianluca Ballotta
Trujillo Junior Open,2018-08-22,Gianluca Ballotta,12.0,Sebastian Carpio,11.0,"6-1, 6-1",Gianluca Ballotta
Trujillo Junior Open,2018-08-21,Gianluca Ballotta,12.0,Rafael Baena,0.0,"6-0, 6-4",Gianluca Ballotta
Trujillo Junior Open,2018-08-20,Gianluca Ballotta,12.0,Eduardo Sanchez-Carrion,0.0,"6-3, 6-2",Gianluca Ballotta
Regatas Junior Open,2018-05-11,Ignacio Buse,15.03,Gianluca Ballotta,12.0,"6-3, 6-4",Gianluca Ballotta
Campeonato Internacional Juvenil de Tenis de Porto Alegre,2018-02-26,Gianluca Ballotta,12.0,Gustavo Tedesco,10.0,"6-4, 6-4",Gianluca Ballotta
Campeonato Internacional Juvenil de Tenis de Porto Alegre,2018-02-25,Martin Antonio Vergara Del Puerto,12.0,Gianluca Ballotta,12.0,"6-2, 6-4",Gianluca Ballotta
48 Banana Bowl 2018,2018-02-18,Joao Eduardo Schiessl,13.66,Gianluca Ballotta,12.0,"6-4, 6-7(7), 6-3",Gianluca Ballotta
Guayaquil Bowl,2018-01-30,Murilo Burckhardt,11.0,Gianluca Ballotta,12.0,"1-6, 5-0",Gianluca Ballotta
Guayaquil Bowl,2018-01-29,Gianluca Ballotta,12.0,Alejandro Bancalari,12.22,"6-4, 7-6(3)",Gianluca Ballotta
Copa Coldeportes Club Campestre Cali,2018-01-24,Adolfo Daniel Vallejo,15.1,Gianluca Ballotta,12.0,"6-3, 7-6(3)",Gianluca Ballotta
Copa Coldeportes Club Campestre Cali,2018-01-23,Gianluca Ballotta,12.0,Murilo Burckhardt,11.0,"6-4, 7-6(3)",Gianluca Ballotta
Copa Coldeportes Club Campestre Cali,2018-01-22,Gianluca Ballotta,12.0,Axel Reich Pena,0.0,"6-3, 6-3",Gianluca Ballotta
55th Junior Orange Bowl International,2016-12-19,Gianluca Ballotta,12.0,Alexander Adamec,11.0,"6-4, 6-3",Gianluca Ballotta
55th Junior Orange Bowl International,2016-12-19,Gianluca Ballotta,12.0,Gonzalo Bueno,14.19,"6-1, 6-0",Gianluca Ballotta
55th Junior Orange Bowl International,2016-12-19,Gianluca Ballotta,12.0,Lun Obrul,11.87,"6-3, 6-2",Gianluca Ballotta
55th Junior Orange Bowl International,2016-12-19,Gianluca Ballotta,12.0,Ka Chun LI,0.0,"6-3, 6-3",Gianluca Ballotta
55th Junior Orange Bowl International,2016-12-19,Gianluca Ballotta,12.0,Stefan Simeunovic Niagara,0.0,"7-5, 6-3",Gianluca Ballotta
55th Junior Orange Bowl International,2016-12-19,Dinko Dinev,12.94,Gianluca Ballotta,12.0,7-6(4),Gianluca Ballotta
55th Junior Orange Bowl International,2016-12-19,Jaden Weekes,13.06,Gianluca Ballotta,12.0,"6-3, 6-2",Gianluca Ballotta
"Dual Match: University of San Diego vs University of California, Los Angeles - Men",2026-05-01,Neo Niedner,12.79,Cassius Chinlund,13.0,"6-3, 4-6, 1-0",Cassius Chinlund
"Dual Match: University of California, Los Angeles vs Arizona State University - Men",2026-04-30,Cassius Chinlund,13.0,Milos Mikovic,12.53,"6-2, 5-2",Cassius Chinlund
Dual Match: UCLA vs Arizona State University,2026-04-30,Milos Mikovic,12.53,Cassius Chinlund,13.0,"2-6, 2-5",Cassius Chinlund
"Dual Match: Michigan State University vs University of California, Los Angeles - Men",2026-04-23,Mitchell Sheldon,12.99,Cassius Chinlund,13.0,"3-6, 6-4, 1-1",Cassius Chinlund
"Dual Match: University of California, Los Angeles vs University of Southern California - Men",2026-04-22,Cassius Chinlund,13.0,Niels Hoffmann,12.0,"6-2, 7-6(5)",Cassius Chinlund
Dual Match: UCLA vs University of Washington,2026-04-18,Cassius Chinlund,13.0,Hyeonseok Seo,12.0,"6-2, 6-2",Cassius Chinlund
"Dual Match: University of California, Los Angeles vs University of Oregon - Men",2026-04-16,Cassius Chinlund,13.0,Declan Galligan,11.0,"6-4, 6-1",Cassius Chinlund
"Dual Match: University of California, Los Angeles vs Northwestern University - Men",2026-04-11,Cassius Chinlund,13.0,Chad Miller,12.0,"6-0, 6-3",Cassius Chinlund
"Dual Match: University of Illinois vs University of California, Los Angeles - Men",2026-04-10,Cassius Chinlund,13.0,Sasha Colleu,12.86,"6-3, 6-3",Cassius Chinlund
"Dual Match: Ohio State University vs University of California, Los Angeles - Men",2026-04-03,Bryce Nakashima Nakashima,13.33,Cassius Chinlund,13.0,"6-1, 7-6(6)",Cassius Chinlund
"Dual Match: University of California, Los Angeles vs The Pennsylvania State University - Men",2026-04-03,Cassius Chinlund,13.0,David Lindsay,12.0,"6-2, 6-1",Cassius Chinlund
"Dual Match: Michigan State University vs University of California, Los Angeles - Men",2026-03-28,Cassius Chinlund,13.0,Taym Al Azmeh,13.0,"6-4, 6-2",Cassius Chinlund
Dual Match: University of California Los Angeles vs University of Michigan,2026-03-26,Cassius Chinlund,13.0,Alex Cairo,12.0,"6-3, 6-0",Cassius Chinlund
"Dual Match: University of California, Los Angeles vs University of Nebraska - Men",2026-03-21,Cassius Chinlund,13.0,HENRY LAMCHINNIAH,12.0,"6-0, 6-1",Cassius Chinlund
"Dual Match: University of California, Los Angeles vs University of Wisconsin - Men",2026-03-19,Cassius Chinlund,13.0,Matthew Fullerton,12.0,"6-1, 7-5",Cassius Chinlund
"Dual Match: University of California, Los Angeles vs University of Southern California - Men",2026-03-12,Cassius Chinlund,13.0,Connor Church,13.0,"7-6(4), 2-6, 2-5",Cassius Chinlund
"Dual Match: University of California, Los Angeles vs Purdue University",2026-03-07,Cassius Chinlund,13.0,Jacob Lee,12.0,"2-6, 7-6(2), 7-5",Cassius Chinlund
"Dual Match: University of California, Los Angeles vs Indiana University Bloomington - Men",2026-03-05,Cassius Chinlund,13.0,Braeden Gelletich,12.0,"7-5, 6-2",Cassius Chinlund
"Dual Match: University of Southern California vs University of California, Los Angeles",2026-02-20,Niels Hoffmann,12.0,Cassius Chinlund,13.0,"7-6(6), 1-6, 6-1",Cassius Chinlund
"Dual Match: University of California, Los Angeles vs University of Nevada, Las Vegas",2026-02-14,Cassius Chinlund,13.0,Vitaliy Horovoy,12.0,"6-4, 7-6",Cassius Chinlund
"Dual Match: University of California, Los Angeles vs Pepperdine University",2026-02-06,Cassius Chinlund,13.0,David Fix,12.95,"6-1, 6-2",Cassius Chinlund
"Dual Match: University of California, Los Angeles vs University of California, Berkeley - Men",2026-01-31,Paris Pouatcha,13.0,Cassius Chinlund,13.0,"6-3, 6-4",Cassius Chinlund
"Dual Match: Stanford University vs University of California, Los Angeles - Men",2026-01-30,Cassius Chinlund,13.0,Mark Krupkin,12.0,"7-5, 6-4",Cassius Chinlund
"Dual Match: University of New Mexico vs University of California, Los Angeles",2026-01-22,Cassius Chinlund,13.0,Tyler Waddock,11.0,"6-3, 6-2",Cassius Chinlund
"Dual Match: University of California, Irvine vs University of California, Los Angeles",2026-01-16,Cassius Chinlund,13.0,Gregory Gamal,12.0,"7-5, 6-3",Cassius Chinlund
UTR PTT Newport Beach Men,2026-01-03,Cassius Chinlund,13.0,David Duong,12.0,4-4,Cassius Chinlund
UTR PTT Malibu Men,2025-11-17,Cassius Chinlund,13.0,David Fix,12.95,4-0,Cassius Chinlund
Jack Kramer Club Hidden Dual,2025-11-01,John Cross,12.0,Cassius Chinlund,13.0,"5-7, 6-4, 1-0(7)",Cassius Chinlund
Jack Kramer Club Hidden Dual,2025-11-01,Cassius Chinlund,13.0,Denis Maijorov,11.0,"6-2, 6-0",Cassius Chinlund
Jack Kramer Club Hidden Dual,2025-11-01,Cassius Chinlund,13.0,Christof Schaertlin Coffey,12.0,"6-0, 3-6, 6-2",Cassius Chinlund
Sherwood Collegiate Cup,2025-09-27,Cassius Chinlund,13.0,Tygen Goldammer,12.0,"0-6, 6-4, 1-0(10)",Cassius Chinlund
Sherwood Collegiate Cup,2025-09-27,Cassius Chinlund,13.0,Jakub Medved,12.06,"6-2, 6-2",Cassius Chinlund
UTR PTT Newport Beach Men,2025-08-24,Cassius Chinlund,13.0,Dylan Waldorf Martin,12.0,"6-0, 2-6, 6-3",Cassius Chinlund
UTR PTT Newport Beach Men,2025-08-23,Cassius Chinlund,13.0,Liam Oliver,11.0,"6-0, 6-3",Cassius Chinlund
UTR PTT College Station Men,2025-07-31,Damien Salvestre,13.33,Cassius Chinlund,13.0,,Cassius Chinlund
UTR PTT College Station Men,2025-07-30,Ian Bracks,12.94,Cassius Chinlund,13.0,"6-1, 6-2",Cassius Chinlund
UTR PTT College Station Men,2025-07-28,Cassius Chinlund,13.0,Charlie Underwood,12.0,"6-2, 6-2",Cassius Chinlund
UTR PTT College Station Men,2025-07-27,Cassius Chinlund,13.0,Mitchell Deames,12.0,"6-1, 6-2",Cassius Chinlund
M15 Santa Tecla,2025-07-19,Zachary Cohen,12.0,Cassius Chinlund,13.0,5-5,Cassius Chinlund
UTR PTT Boston Men,2025-07-10,Andrea SANDRONE,11.0,Cassius Chinlund,13.0,"3-6, 5-4",Cassius Chinlund
UTR PTT Boston Men,2025-07-08,Cassius Chinlund,13.0,Karan Raghavendra,11.0,,Cassius Chinlund
UTR PTT Boston Men,2025-07-06,Cassius Chinlund,13.0,Tighe Brunetti,12.39,"6-7(7), 6-3, 7-5",Cassius Chinlund
"SoCal Pro Series: $15,000 Pre-Qualifier at the Jack Kramer Club (Men's & Women's Singles)",2025-06-12,Jake Douglas,12.0,Cassius Chinlund,13.0,"2-6, 6-4, 1-0(8)",Cassius Chinlund
"SoCal Pro Series: $15,000 Pre-Qualifier at the Jack Kramer Club (Men's & Women's Singles)",2025-06-12,Cassius Chinlund,13.0,Zach Xiaoke Chen,10.0,"6-0, 6-1",Cassius Chinlund
"SoCal Pro Series: $15,000 Pre-Qualifier at the Jack Kramer Club (Men's & Women's Singles)",2025-06-12,Cassius Chinlund,13.0,Finn Willman,11.91,5-4,Cassius Chinlund
PTT Los Angeles Men,2025-05-31,David Martirosian,12.0,Cassius Chinlund,13.0,,Cassius Chinlund
PTT Los Angeles Men,2025-05-30,Cassius Chinlund,13.0,Alessandro Ventre,12.0,"6-2, 3-6, 6-4",Cassius Chinlund
M25 Santo Domingo,2025-03-29,Isaac Nortei Nortey,12.54,Cassius Chinlund,13.0,"6-3, 4-1",Cassius Chinlund
M15 HUAMANTLA,2024-12-09,Juan Jose Bianchi,12.46,Cassius Chinlund,13.0,"6-2, 6-2",Cassius Chinlund
M15 HUAMANTLA,2024-12-08,Cassius Chinlund,13.0,Juan Pablo Valdez Guzon,12.0,,Cassius Chinlund
PTT $25K Boise Men,2024-08-23,Aleksandar Mitric,12.0,Cassius Chinlund,13.0,"6-1, 2-0",Cassius Chinlund
Manhattan Beach Open ($$$) - Open Division,2024-07-18,Gianluca Brunkow,13.63,Cassius Chinlund,13.0,"4-6, 6-1, 1-0(8)",Cassius Chinlund
Manhattan Beach Open ($$$) - Open Division,2024-07-18,Cassius Chinlund,13.0,Joseph Rotheram,0.0,"6-4, 6-1",Cassius Chinlund
Manhattan Beach Open ($$$) - Open Division,2024-07-18,Cassius Chinlund,13.0,Lorenzo Brunkow,12.0,"6-1, 6-2",Cassius Chinlund
M15 Santo Domingo,2024-06-05,Jelani Sarr,12.0,Cassius Chinlund,13.0,"6-4, 6-3",Cassius Chinlund
M15 Santo Domingo,2024-06-04,Cassius Chinlund,13.0,Bradley Paliska,12.0,"6-4, 6-1",Cassius Chinlund
M15 Santo Domingo,2024-06-10,Spencer Gray,11.0,Cassius Chinlund,13.0,6-3,Cassius Chinlund
M15 Santo Domingo,2024-06-09,Cassius Chinlund,13.0,Enrique Pena,11.0,"6-2, 6-1",Cassius Chinlund
USTA National Spring Championships: FILA Easter Bowl,2024-03-29,Evan Burnett,12.64,Cassius Chinlund,13.0,"2-6, 6-3, 7-5",Cassius Chinlund
USTA National Spring Championships: FILA Easter Bowl,2024-03-29,Cassius Chinlund,13.0,Kaiaitz Mendibe,11.0,"6-1, 6-2",Cassius Chinlund
USTA National Spring Championships: FILA Easter Bowl,2024-03-29,Dylan Jaen,11.0,Cassius Chinlund,13.0,,Cassius Chinlund
PTT $25K Long Beach Men,2024-01-07,Sohrob Yavari,12.0,Cassius Chinlund,13.0,"3-6, 5-4",Cassius Chinlund
PTT $25K Long Beach Men,2024-01-06,Cassius Chinlund,13.0,Andy Nguyen,13.0,"7-6(4), 3-1",Cassius Chinlund
PTT $25K Boca Raton Men,2023-12-10,Asror Ismoilov,0.0,Cassius Chinlund,13.0,"7-6(4), 4-6, 6-2",Cassius Chinlund
PTT $25K Fort Worth Men,2023-11-17,Adam Chodur,12.0,Cassius Chinlund,13.0,"6-4, 3-2",Cassius Chinlund
PTT $25K Fort Worth Men,2023-11-15,Cassius Chinlund,13.0,Grant Lothringer,0.0,"6-3, 4-6, 6-4",Cassius Chinlund
M15 Champaign,2023-09-11,Charlelie Cosnet,12.92,Cassius Chinlund,13.0,"4-6, 6-1, 1-0(6)",Cassius Chinlund
USTA Boys' 16 & 18 National Championships,2023-08-12,Cassius Chinlund,13.0,Krishna Bhadriraju,10.0,"6-2, 6-1",Cassius Chinlund
USTA Boys' 16 & 18 National Championships,2023-08-12,Cassius Chinlund,13.0,Jack Di Menna,11.0,"6-3, 6-2",Cassius Chinlund
USTA Boys' 16 & 18 National Championships,2023-08-12,Simon Caldwell,12.0,Cassius Chinlund,13.0,"2-6, 6-4, 6-1",Cassius Chinlund
USTA Boys' 16 & 18 National Championships,2023-08-12,Andrew Ena,12.0,Cassius Chinlund,13.0,,Cassius Chinlund
Boys 18 & 16 USTA National Clay Court Championships,2023-07-15,William Manning,13.27,Cassius Chinlund,13.0,,Cassius Chinlund
Boys 18 & 16 USTA National Clay Court Championships,2023-07-15,Cassius Chinlund,13.0,Alex Feies,12.0,"7-5, 6-3",Cassius Chinlund
Boys 18 & 16 USTA National Clay Court Championships,2023-07-15,Cassius Chinlund,13.0,Dillon Beckles,11.83,"6-2, 6-2",Cassius Chinlund
Boys 18 & 16 USTA National Clay Court Championships,2023-07-15,Cassius Chinlund,13.0,Emmanuel Alex,11.0,"6-4, 6-3",Cassius Chinlund
Boys 18 & 16 USTA National Clay Court Championships,2023-07-15,Cassius Chinlund,13.0,Justin Chung,12.0,"6-4, 6-2",Cassius Chinlund
Boys 18 & 16 USTA National Clay Court Championships,2023-07-15,Zhengqing zing,12.0,Cassius Chinlund,13.0,"6-4, 3-6, 7-6(3)",Cassius Chinlund
M15 Rolling Hills Estates,2023-06-21,Kai Brady,0.0,Cassius Chinlund,13.0,"6-1, 6-3",Cassius Chinlund
PTT $25K Newport Beach Men,2023-05-13,Meethre Barot,11.0,Cassius Chinlund,13.0,,Cassius Chinlund
2023 Maze Cup (NorCal vs SoCal),2023-04-22,Cassius Chinlund,13.0,Evan Burnett,12.64,"6-3, 6-1",Cassius Chinlund
2023 Maze Cup (NorCal vs SoCal),2023-04-22,Mitchell Lee,12.0,Cassius Chinlund,13.0,"6-3, 7-6(4)",Cassius Chinlund
USTA National Spring Championships: FILA Easter Bowl,2023-03-31,Cassius Chinlund,13.0,Clayton Anderson,11.0,"6-4, 6-2",Cassius Chinlund
USTA National Spring Championships: FILA Easter Bowl,2023-03-31,Cassius Chinlund,13.0,Alexander Sterin,0.0,"6-3, 6-2",Cassius Chinlund
USTA National Spring Championships: FILA Easter Bowl,2023-03-31,Cassius Chinlund,13.0,Emon Van Loben Sels,13.4,"6-3, 3-6, 6-3",Cassius Chinlund
USTA National Spring Championships: FILA Easter Bowl,2023-03-31,Cassius Chinlund,13.0,Aidan Atwood,12.0,"6-2, 6-4",Cassius Chinlund
USTA National Spring Championships: FILA Easter Bowl,2023-03-31,Cassius Chinlund,13.0,Marko Mesarovic,12.97,"6-4, 6-4",Cassius Chinlund
USTA National Spring Championships: FILA Easter Bowl,2023-03-30,Cassius Chinlund,13.0,Stephan Gershfeld,12.0,"7-5, 6-4",Cassius Chinlund
"Brewer Team Cup (Spring Team Championships) 14s, 16s, 18s",2023-03-06,Cassius Chinlund,13.0,Tygen Goldammer,12.0,"3-6, 6-0",Cassius Chinlund
"Brewer Team Cup (Spring Team Championships) 14s, 16s, 18s",2023-03-06,Cassius Chinlund,13.0,Declan Galligan,11.0,"1-6, 6-4, 6-4",Cassius Chinlund
"Brewer Team Cup (Spring Team Championships) 14s, 16s, 18s",2023-03-06,Cassius Chinlund,13.0,Gabe Avram,12.0,"6-2, 6-0",Cassius Chinlund
"Brewer Team Cup (Spring Team Championships) 14s, 16s, 18s",2023-03-06,Cassius Chinlund,13.0,Brody Nejedly,12.0,"6-1, 6-3",Cassius Chinlund
"Las Vegas, NV",2023-02-12,Cassius Chinlund,13.0,Konner Gunwall,12.0,"6-1, 6-4",Cassius Chinlund
"Las Vegas, NV",2023-02-12,Cassius Chinlund,13.0,Dylan Blenkiron,11.0,"6-1, 6-2",Cassius Chinlund
"Las Vegas, NV",2023-02-12,Rocco Mendez,10.0,Cassius Chinlund,13.0,,Cassius Chinlund
"Las Vegas, NV",2023-02-12,Declan Galligan,11.0,Cassius Chinlund,13.0,,Cassius Chinlund
PTT $25K Newport Beach Men,2023-01-22,Alex Fuchs,0.0,Cassius Chinlund,13.0,"6-1, 6-4",Cassius Chinlund
PTT $25K Newport Beach Men,2023-01-21,Cassius Chinlund,13.0,David Duong,12.0,"6-3, 6-1",Cassius Chinlund
National Winter Championships,2023-01-02,Niels Hoffmann,12.0,Cassius Chinlund,13.0,,Cassius Chinlund
National Winter Championships,2023-01-02,Xander Barber,10.0,Cassius Chinlund,13.0,"6-0, 1-6, 6-3",Cassius Chinlund
National Winter Championships,2023-01-02,Cassius Chinlund,13.0,Lathan Skrobarcek,12.0,"7-6(1), 6-1",Cassius Chinlund
National Winter Championships,2023-01-02,Cassius Chinlund,13.0,Mason Robins,11.0,"6-0, 6-1",Cassius Chinlund
National Winter Championships,2023-01-02,Cassius Chinlund,13.0,Parashar Bharadwaj,12.0,"6-1, 6-1",Cassius Chinlund
National Winter Championships,2023-01-02,Cassius Chinlund,13.0,Andrew Ena,12.0,"7-5, 6-2",Cassius Chinlund
"Waipahu, HI",2022-10-09,Cassius Chinlund,13.0,Payton Jim On,11.0,"2-6, 6-2, 1-0(7)",Cassius Chinlund
"Waipahu, HI",2022-10-09,Cassius Chinlund,13.0,Brody Nejedly,12.0,"6-2, 6-2",Cassius Chinlund
"Waipahu, HI",2022-10-09,Niels Hoffmann,12.0,Cassius Chinlund,13.0,6-0,Cassius Chinlund
"Waipahu, HI",2022-10-09,Cassius Chinlund,13.0,Jace Alexander,0.0,"6-0, 6-0",Cassius Chinlund
"Waipahu, HI",2022-10-09,Cassius Chinlund,13.0,Michael Seversen,12.0,"7-5, 6-2",Cassius Chinlund
"Pacific Cup - BG18s Intersectional Team Competition (NorCal, SoCal, PNW, & Intermountain ONLY)",2022-10-01,Cassius Chinlund,13.0,Soham Purohit,13.0,"6-3, 6-1",Cassius Chinlund
"Pacific Cup - BG18s Intersectional Team Competition (NorCal, SoCal, PNW, & Intermountain ONLY)",2022-10-01,Cassius Chinlund,13.0,Matvey Greschner,11.35,"6-1, 6-4",Cassius Chinlund
"Pacific Cup - BG18s Intersectional Team Competition (NorCal, SoCal, PNW, & Intermountain ONLY)",2022-10-01,Cassius Chinlund,13.0,Justin Lin,11.0,"6-1, 6-0",Cassius Chinlund
"Pacific Cup - BG18s Intersectional Team Competition (NorCal, SoCal, PNW, & Intermountain ONLY)",2022-10-01,Tannor Binder,11.0,Cassius Chinlund,13.0,,Cassius Chinlund
"Lakewood, CA",2022-09-18,Cassius Chinlund,13.0,Mason Nguyen,10.0,,Cassius Chinlund
